Lead_ID,Name,Email_Source,Contacted,Engagement_Score,Location,Profession,Course_Interest,Follow_Up_Count,Converted
L1091,Ananya Das,Walk-in,Yes,65,Pune,Student,AI & Deep Learning,3,0
L1092,Kunal Bansal,Website,No,11,Mumbai,Freelancer,Data Science - Advanced,1,0
L1093,Sai Kulkarni,Walk-in,No,58,Pune,Working Professional,Machine Learning,2,1
L1094,Vivaan Naidu,Website,Yes,79,Jaipur,Student,Data Science - Advanced,4,1
L1095,Vihaan Sharma,Website,No,71,Mumbai,Working Professional,Data Science - Beginner,3,1
L1096,Sai Singh,Website,Yes,36,Jaipur,Working Professional,Machine Learning,0,0
L1097,Sai Pillai,Email,No,33,Kolkata,Freelancer,Data Science - Advanced,0,1
L1098,Vivaan Joshi,Email,No,53,Jaipur,Freelancer,Data Science - Advanced,3,1
L1099,Aarohi Nair,Email,No,11,Chennai,Freelancer,AI & Deep Learning,2,0
L1100,Kavya Verma,Website,Yes,20,Mumbai,Working Professional,AI & Deep Learning,1,1
L1101,Aditya Iyer,Referral,No,86,Mumbai,Working Professional,AI & Deep Learning,3,1
L1102,Vihaan Patel,Website,Yes,51,Chennai,Student,AI & Deep Learning,2,0
L1103,Ananya Choudhary,Walk-in,No,28,Kolkata,Student,Machine Learning,3,0
L1104,Meera Gupta,Referral,Yes,82,Delhi,Working Professional,Data Science - Beginner,4,1
L1105,Vivaan Joshi,Referral,No,28,Nagpur,Student,Data Science - Beginner,5,1
L1106,Rohan Khan,Website,Yes,19,Mumbai,Working Professional,AI & Deep Learning,0,1
L1107,Saanvi Das,Walk-in,Yes,86,Bangalore,Student,Data Science - Beginner,0,1
L1108,Ananya Singh,Website,Yes,45,Chennai,Working Professional,AI & Deep Learning,4,0
L1109,Isha Joshi,Walk-in,No,2,Ahmedabad,Freelancer,Data Science - Advanced,0,0
L1110,Ananya Choudhary,Social Media,Yes,59,Pune,Working Professional,Machine Learning,0,1
L1111,Rohan Kulkarni,Social Media,No,17,Kolkata,Freelancer,Data Science - Beginner,0,0
L1112,Ishaan Das,Walk-in,Yes,77,Chennai,Student,Machine Learning,1,0
L1113,Shruti Sharma,Email,No,3,Bangalore,Working Professional,Data Science - Beginner,5,1
L1114,Saanvi Das,Referral,No,46,Ahmedabad,Working Professional,Machine Learning,0,0
L1115,Saanvi Das,Email,Yes,71,Jaipur,Student,AI & Deep Learning,3,1
L1116,Isha Singh,Walk-in,Yes,12,Mumbai,Student,Data Science - Beginner,4,1
L1117,Vihaan Saxena,Walk-in,Yes,82,Kolkata,Freelancer,Data Science - Beginner,5,1
L1118,Isha Mehta,Website,No,71,Chennai,Student,Data Science - Advanced,3,0
L1119,Diya Pillai,Referral,No,1,Hyderabad,Student,Machine Learning,2,1
L1120,Kunal Das,Website,Yes,54,Nagpur,Student,Data Science - Beginner,1,1
L1121,Aarohi Nair,Email,No,22,Jaipur,Working Professional,Data Science - Advanced,4,1
L1122,Ishaan Nair,Referral,Yes,74,Chennai,Student,AI & Deep Learning,5,0
L1123,Aanya Choudhary,Walk-in,Yes,56,Delhi,Student,Data Science - Advanced,4,0
L1124,Shruti Naidu,Email,Yes,42,Delhi,Student,Data Science - Beginner,0,1
L1125,Aarav Chopra,Website,Yes,80,Ahmedabad,Student,AI & Deep Learning,0,0
L1126,Saanvi Joshi,Website,Yes,84,Delhi,Working Professional,Data Science - Advanced,4,0
L1127,Aanya Khan,Social Media,No,11,Pune,Freelancer,Data Science - Beginner,5,0
L1128,Vihaan Pillai,Walk-in,Yes,14,Pune,Working Professional,Machine Learning,1,0
L1129,Aditya Saxena,Email,Yes,51,Mumbai,Working Professional,Data Science - Beginner,3,0
L1130,Riya Patel,Website,No,49,Hyderabad,Freelancer,AI & Deep Learning,1,0
L1131,Kunal Sharma,Website,Yes,16,Hyderabad,Working Professional,AI & Deep Learning,4,0
L1132,Sai Kulkarni,Email,Yes,25,Jaipur,Student,Data Science - Beginner,4,0
L1133,Ishaan Joshi,Social Media,Yes,4,Hyderabad,Student,Data Science - Advanced,0,0
L1134,Rohan Khan,Referral,Yes,12,Hyderabad,Freelancer,Machine Learning,3,1
L1135,Isha Kulkarni,Referral,Yes,33,Pune,Student,Machine Learning,3,0
L1136,Shruti Chopra,Email,Yes,27,Kolkata,Working Professional,AI & Deep Learning,3,1
L1137,Ananya Nair,Social Media,No,55,Delhi,Freelancer,Machine Learning,2,0
L1138,Saanvi Bansal,Social Media,No,76,Chennai,Working Professional,Machine Learning,3,0
L1139,Vihaan Bansal,Email,No,24,Hyderabad,Student,Data Science - Beginner,1,1
L1140,Diya Gupta,Email,Yes,2,Hyderabad,Freelancer,Data Science - Beginner,5,1
L1141,Ishaan Pillai,Walk-in,No,30,Ahmedabad,Student,AI & Deep Learning,2,0
L1142,Aarohi Mehta,Social Media,No,92,Jaipur,Freelancer,Data Science - Beginner,4,1
L1143,Isha Choudhary,Email,Yes,26,Nagpur,Working Professional,AI & Deep Learning,0,1
L1144,Isha Reddy,Social Media,No,22,Jaipur,Working Professional,AI & Deep Learning,1,0
L1145,Kunal Sharma,Walk-in,Yes,60,Bangalore,Student,AI & Deep Learning,0,0
L1146,Ananya Sharma,Social Media,No,13,Chennai,Freelancer,Machine Learning,2,1
L1147,Diya Naidu,Social Media,No,64,Jaipur,Student,AI & Deep Learning,2,1
L1148,Riya Reddy,Email,Yes,4,Delhi,Student,Data Science - Beginner,1,0
L1149,Ananya Das,Website,Yes,12,Delhi,Freelancer,Machine Learning,4,0
L1150,Vivaan Khan,Social Media,Yes,7,Bangalore,Student,Machine Learning,2,1
L1151,Rohan Bansal,Website,No,16,Pune,Working Professional,Data Science - Advanced,4,1
L1152,Saanvi Reddy,Walk-in,Yes,74,Kolkata,Freelancer,AI & Deep Learning,2,1
L1153,Riya Iyer,Social Media,No,99,Bangalore,Freelancer,Data Science - Beginner,2,0
L1154,Ishaan Patel,Social Media,No,8,Delhi,Student,Data Science - Advanced,3,1
L1155,Ishaan Saxena,Social Media,No,27,Jaipur,Freelancer,Machine Learning,2,1
L1156,Arjun Kulkarni,Social Media,Yes,29,Hyderabad,Working Professional,AI & Deep Learning,4,0
L1157,Aanya Mehta,Social Media,No,55,Pune,Freelancer,Machine Learning,4,0
L1158,Arjun Pillai,Social Media,Yes,31,Nagpur,Working Professional,Data Science - Advanced,2,0
L1159,Riya Kulkarni,Referral,No,34,Mumbai,Freelancer,Data Science - Beginner,2,1
L1160,Ishaan Gupta,Referral,No,66,Hyderabad,Student,AI & Deep Learning,2,1
L1161,Vihaan Verma,Referral,No,25,Bangalore,Student,AI & Deep Learning,1,1
L1162,Aarohi Nair,Referral,No,14,Nagpur,Freelancer,Data Science - Advanced,0,0
L1163,Vihaan Verma,Social Media,No,31,Mumbai,Freelancer,Data Science - Beginner,2,0
L1164,Kavya Naidu,Referral,No,13,Delhi,Freelancer,Machine Learning,3,0
L1165,Sai Mehta,Email,No,91,Jaipur,Working Professional,Data Science - Beginner,0,0
L1166,Aarohi Nair,Referral,No,89,Delhi,Student,Machine Learning,5,0
L1167,Sai Bansal,Email,No,19,Nagpur,Freelancer,AI & Deep Learning,3,1
L1168,Aarav Bansal,Email,Yes,22,Nagpur,Freelancer,Machine Learning,3,0
L1169,Riya Iyer,Referral,Yes,6,Nagpur,Freelancer,Machine Learning,1,0
L1170,Arjun Reddy,Social Media,No,95,Hyderabad,Working Professional,AI & Deep Learning,5,1
L1171,Meera Khan,Referral,No,47,Kolkata,Student,Machine Learning,2,1
L1172,Aarohi Nair,Referral,Yes,35,Ahmedabad,Freelancer,Data Science - Beginner,1,1
L1173,Krishna Gupta,Email,No,4,Delhi,Freelancer,AI & Deep Learning,2,0
L1174,Aditya Mehta,Referral,Yes,36,Ahmedabad,Working Professional,Data Science - Advanced,2,1
L1175,Ananya Naidu,Walk-in,No,36,Bangalore,Student,Data Science - Beginner,4,1
L1176,Kavya Reddy,Referral,No,73,Hyderabad,Working Professional,Data Science - Beginner,0,1
L1177,Arjun Pillai,Website,No,80,Ahmedabad,Freelancer,Data Science - Advanced,2,1
L1178,Kunal Patel,Email,Yes,59,Nagpur,Student,Machine Learning,4,0
L1179,Vivaan Saxena,Email,Yes,56,Hyderabad,Freelancer,Data Science - Beginner,0,1
L1180,Arjun Joshi,Email,Yes,12,Bangalore,Student,Data Science - Advanced,3,0
L1181,Kunal Iyer,Social Media,No,46,Delhi,Freelancer,AI & Deep Learning,3,1
L1182,Vihaan Khan,Email,No,23,Jaipur,Working Professional,Machine Learning,4,0
L1183,Ishaan Khan,Website,No,71,Delhi,Working Professional,Machine Learning,0,1
L1184,Shruti Pillai,Walk-in,Yes,49,Chennai,Student,Data Science - Advanced,4,1
L1185,Ananya Kulkarni,Email,No,46,Chennai,Working Professional,AI & Deep Learning,3,1
L1186,Aarav Shetty,Social Media,No,12,Pune,Freelancer,Machine Learning,1,1
L1187,Arjun Nair,Walk-in,No,7,Chennai,Student,AI & Deep Learning,5,0
L1188,Saanvi Kulkarni,Referral,Yes,11,Nagpur,Working Professional,Data Science - Beginner,2,0
L1189,Kunal Chopra,Referral,No,8,Mumbai,Freelancer,Data Science - Beginner,5,0
L1190,Aarohi Gupta,Walk-in,No,18,Delhi,Freelancer,Data Science - Advanced,2,1
L1191,Aarav Saxena,Walk-in,Yes,15,Mumbai,Student,Data Science - Advanced,4,0
L1192,Aarohi Reddy,Website,Yes,14,Kolkata,Student,AI & Deep Learning,3,0
L1193,Vihaan Singh,Referral,No,24,Delhi,Freelancer,Machine Learning,4,1
L1194,Kavya Reddy,Referral,Yes,82,Nagpur,Student,Data Science - Advanced,5,0
L1195,Sai Kulkarni,Walk-in,Yes,61,Kolkata,Working Professional,Machine Learning,5,0
L1196,Shruti Saxena,Email,No,51,Chennai,Freelancer,Data Science - Beginner,3,1
L1197,Isha Gupta,Social Media,No,59,Mumbai,Freelancer,AI & Deep Learning,0,1
L1198,Vivaan Nair,Referral,Yes,46,Pune,Working Professional,AI & Deep Learning,2,0
L1199,Sai Joshi,Walk-in,Yes,45,Ahmedabad,Working Professional,Data Science - Beginner,1,0
L1200,Diya Chopra,Email,No,92,Pune,Working Professional,Machine Learning,3,0
L1201,Riya Naidu,Referral,Yes,74,Ahmedabad,Freelancer,Machine Learning,1,1
L1202,Shruti Chopra,Email,No,9,Nagpur,Student,Data Science - Advanced,1,0
L1203,Vihaan Saxena,Referral,No,98,Delhi,Freelancer,Data Science - Advanced,0,0
L1204,Aanya Das,Social Media,Yes,79,Bangalore,Student,Data Science - Beginner,5,0
L1205,Saanvi Joshi,Walk-in,Yes,23,Hyderabad,Student,AI & Deep Learning,3,0
L1206,Shruti Shetty,Website,Yes,33,Kolkata,Working Professional,Machine Learning,1,0
L1207,Sai Das,Walk-in,Yes,12,Jaipur,Student,Data Science - Beginner,1,0
L1208,Arjun Sharma,Email,No,73,Ahmedabad,Student,Machine Learning,1,1
L1209,Ishaan Mehta,Walk-in,No,65,Hyderabad,Working Professional,Data Science - Advanced,0,1
L1210,Isha Naidu,Social Media,Yes,17,Ahmedabad,Working Professional,Data Science - Beginner,0,1
L1211,Krishna Verma,Walk-in,No,3,Delhi,Working Professional,Machine Learning,3,1
L1212,Aditya Bansal,Email,Yes,69,Jaipur,Student,Machine Learning,3,0
L1213,Meera Reddy,Walk-in,No,34,Nagpur,Student,Machine Learning,3,1
L1214,Ishaan Choudhary,Social Media,Yes,27,Ahmedabad,Freelancer,Machine Learning,5,0
L1215,Krishna Saxena,Social Media,Yes,45,Mumbai,Working Professional,Data Science - Beginner,4,1
L1216,Arjun Khan,Social Media,Yes,5,Kolkata,Freelancer,Data Science - Advanced,5,1
L1217,Isha Saxena,Email,Yes,3,Nagpur,Student,Data Science - Advanced,4,1
L1218,Aarav Shetty,Referral,Yes,50,Chennai,Freelancer,Data Science - Advanced,3,1
L1219,Meera Gupta,Social Media,No,16,Jaipur,Working Professional,Machine Learning,1,1
L1220,Isha Verma,Website,Yes,12,Jaipur,Student,Data Science - Advanced,3,0
L1221,Aarav Iyer,Social Media,Yes,8,Pune,Working Professional,Data Science - Advanced,2,0
L1222,Ananya Joshi,Walk-in,Yes,38,Pune,Freelancer,AI & Deep Learning,3,0
L1223,Aditya Patel,Email,Yes,64,Hyderabad,Student,AI & Deep Learning,5,1
L1224,Diya Shetty,Email,Yes,68,Bangalore,Working Professional,Data Science - Beginner,0,1
L1225,Isha Nair,Referral,No,11,Delhi,Student,Data Science - Advanced,2,0
L1226,Vihaan Joshi,Website,Yes,31,Kolkata,Freelancer,AI & Deep Learning,0,0
L1227,Riya Verma,Email,No,76,Chennai,Working Professional,Data Science - Beginner,0,1
L1228,Kavya Naidu,Referral,Yes,49,Chennai,Working Professional,Data Science - Beginner,1,0
L1229,Aanya Bansal,Referral,Yes,85,Bangalore,Student,Machine Learning,0,1
L1230,Rohan Chopra,Website,Yes,44,Jaipur,Working Professional,AI & Deep Learning,5,0
L1231,Vihaan Shetty,Referral,No,69,Kolkata,Working Professional,Machine Learning,1,1
L1232,Saanvi Iyer,Website,Yes,36,Bangalore,Student,Data Science - Advanced,4,1
L1233,Ananya Chopra,Referral,Yes,79,Bangalore,Working Professional,Machine Learning,5,1
L1234,Kavya Sharma,Social Media,No,73,Hyderabad,Working Professional,Data Science - Advanced,3,1
L1235,Aarav Pillai,Social Media,No,5,Hyderabad,Working Professional,Data Science - Advanced,3,0
L1236,Shruti Patel,Email,No,9,Kolkata,Student,Machine Learning,2,1
L1237,Riya Gupta,Website,Yes,19,Jaipur,Freelancer,Data Science - Beginner,1,0
L1238,Vivaan Bansal,Walk-in,No,75,Hyderabad,Student,Data Science - Advanced,0,1
L1239,Rohan Sharma,Email,Yes,77,Delhi,Working Professional,Data Science - Beginner,0,1
L1240,Vihaan Kulkarni,Social Media,Yes,27,Hyderabad,Freelancer,Machine Learning,5,1
L1241,Aditya Das,Email,Yes,4,Hyderabad,Freelancer,Machine Learning,2,1
L1242,Diya Saxena,Email,Yes,21,Hyderabad,Student,Machine Learning,1,0
L1243,Vihaan Nair,Website,No,66,Ahmedabad,Freelancer,Machine Learning,1,1
L1244,Shruti Verma,Website,No,98,Mumbai,Student,Data Science - Advanced,4,1
L1245,Meera Reddy,Walk-in,Yes,78,Kolkata,Freelancer,AI & Deep Learning,2,1
L1246,Ishaan Chopra,Email,Yes,43,Delhi,Working Professional,Data Science - Advanced,3,1
L1247,Vihaan Iyer,Referral,No,47,Mumbai,Working Professional,Data Science - Beginner,2,1
L1248,Kavya Iyer,Referral,No,30,Jaipur,Student,Data Science - Advanced,3,0
L1249,Kavya Khan,Email,No,41,Mumbai,Student,AI & Deep Learning,3,0
L1250,Shruti Saxena,Website,Yes,59,Nagpur,Student,Data Science - Beginner,3,1
L1251,Meera Saxena,Social Media,Yes,5,Chennai,Student,Data Science - Advanced,0,0
L1252,Aarohi Kulkarni,Referral,No,46,Pune,Working Professional,Data Science - Advanced,5,1
L1253,Vihaan Choudhary,Email,Yes,93,Nagpur,Student,Machine Learning,3,1
L1254,Saanvi Das,Email,No,90,Pune,Freelancer,Data Science - Advanced,5,0
L1255,Arjun Sharma,Walk-in,No,87,Kolkata,Working Professional,Machine Learning,3,0
L1256,Aarohi Chopra,Email,Yes,30,Bangalore,Working Professional,Machine Learning,0,1
L1257,Kunal Choudhary,Referral,No,97,Pune,Student,Data Science - Beginner,5,0
L1258,Isha Kulkarni,Email,No,13,Hyderabad,Working Professional,Data Science - Advanced,0,1
L1259,Rohan Saxena,Referral,Yes,22,Bangalore,Working Professional,Data Science - Beginner,1,1
L1260,Arjun Reddy,Website,Yes,4,Jaipur,Student,Data Science - Advanced,0,1
L1261,Aarav Joshi,Website,No,74,Chennai,Freelancer,AI & Deep Learning,4,0
L1262,Saanvi Singh,Social Media,Yes,57,Chennai,Working Professional,Machine Learning,0,0
L1263,Rohan Reddy,Email,Yes,96,Delhi,Freelancer,Data Science - Beginner,2,0
L1264,Aarohi Choudhary,Email,No,81,Ahmedabad,Freelancer,Data Science - Beginner,5,1
L1265,Vivaan Das,Social Media,No,25,Ahmedabad,Freelancer,Data Science - Beginner,5,0
L1266,Krishna Gupta,Walk-in,No,29,Delhi,Working Professional,AI & Deep Learning,1,1
L1267,Sai Saxena,Email,Yes,26,Mumbai,Freelancer,Data Science - Advanced,0,1
L1268,Aditya Saxena,Walk-in,Yes,91,Pune,Student,AI & Deep Learning,5,1
L1269,Kavya Naidu,Walk-in,Yes,82,Hyderabad,Working Professional,Data Science - Advanced,2,0
L1270,Kunal Saxena,Referral,No,77,Hyderabad,Freelancer,AI & Deep Learning,2,0
L1271,Krishna Reddy,Email,No,58,Hyderabad,Student,AI & Deep Learning,0,0
L1272,Saanvi Choudhary,Social Media,No,90,Chennai,Freelancer,Data Science - Advanced,3,1
L1273,Kavya Das,Website,Yes,38,Bangalore,Freelancer,Data Science - Advanced,3,0
L1274,Meera Choudhary,Email,No,53,Chennai,Working Professional,AI & Deep Learning,3,1
L1275,Vivaan Khan,Referral,Yes,44,Nagpur,Working Professional,AI & Deep Learning,3,0
L1276,Shruti Bansal,Walk-in,Yes,100,Mumbai,Freelancer,Machine Learning,1,0
L1277,Aarav Naidu,Social Media,No,46,Ahmedabad,Student,Data Science - Beginner,4,0
L1278,Diya Shetty,Website,Yes,69,Chennai,Freelancer,Data Science - Advanced,2,0
L1279,Diya Choudhary,Referral,Yes,71,Delhi,Student,Data Science - Beginner,0,0
L1280,Aarohi Naidu,Referral,Yes,21,Bangalore,Working Professional,Data Science - Beginner,1,0
L1281,Vivaan Khan,Social Media,No,84,Chennai,Student,Machine Learning,0,0
L1282,Aditya Kulkarni,Referral,Yes,2,Ahmedabad,Freelancer,Data Science - Advanced,0,1
L1283,Ishaan Nair,Email,No,55,Ahmedabad,Freelancer,Data Science - Beginner,2,1
L1284,Saanvi Mehta,Social Media,No,84,Jaipur,Working Professional,AI & Deep Learning,2,1
L1285,Aditya Iyer,Referral,No,62,Bangalore,Freelancer,Data Science - Advanced,3,0
L1286,Riya Naidu,Email,Yes,58,Delhi,Freelancer,Data Science - Beginner,3,0
L1287,Saanvi Joshi,Referral,Yes,83,Bangalore,Working Professional,Data Science - Advanced,5,0
L1288,Vihaan Shetty,Website,Yes,63,Jaipur,Student,Data Science - Beginner,1,1
L1289,Kavya Saxena,Walk-in,Yes,8,Kolkata,Working Professional,AI & Deep Learning,2,1
L1290,Arjun Verma,Email,No,1,Bangalore,Freelancer,Data Science - Advanced,4,1
L1291,Meera Saxena,Email,Yes,42,Kolkata,Freelancer,AI & Deep Learning,4,0
L1292,Vihaan Das,Social Media,No,17,Nagpur,Student,Data Science - Beginner,1,0
L1293,Saanvi Reddy,Social Media,No,64,Pune,Freelancer,AI & Deep Learning,1,1
L1294,Aanya Sharma,Email,Yes,56,Bangalore,Freelancer,Machine Learning,4,1
L1295,Kavya Joshi,Walk-in,Yes,19,Bangalore,Freelancer,Data Science - Advanced,4,1
L1296,Aarohi Nair,Email,No,60,Delhi,Working Professional,Data Science - Advanced,1,1
L1297,Aarav Choudhary,Referral,Yes,20,Kolkata,Student,Data Science - Beginner,2,0
L1298,Ishaan Reddy,Walk-in,No,43,Mumbai,Student,AI & Deep Learning,4,0
L1299,Aditya Joshi,Walk-in,Yes,45,Nagpur,Student,Machine Learning,2,1
L1300,Shruti Singh,Email,No,33,Ahmedabad,Freelancer,Data Science - Advanced,0,0
L1301,Vihaan Mehta,Email,Yes,34,Jaipur,Student,Data Science - Advanced,4,1
L1302,Ananya Chopra,Walk-in,No,95,Jaipur,Freelancer,AI & Deep Learning,1,0
L1303,Aarav Iyer,Website,Yes,79,Pune,Student,Data Science - Advanced,3,0
L1304,Ananya Patel,Social Media,Yes,66,Kolkata,Working Professional,AI & Deep Learning,2,1
L1305,Aarohi Reddy,Website,No,49,Chennai,Freelancer,AI & Deep Learning,2,1
L1306,Aarohi Choudhary,Walk-in,Yes,78,Delhi,Student,Machine Learning,5,0
L1307,Isha Shetty,Referral,No,89,Bangalore,Freelancer,Data Science - Beginner,4,1
L1308,Diya Bansal,Social Media,No,60,Hyderabad,Freelancer,AI & Deep Learning,1,0
L1309,Aanya Joshi,Website,Yes,26,Kolkata,Working Professional,Data Science - Advanced,0,1
L1310,Ananya Reddy,Email,No,65,Nagpur,Freelancer,Machine Learning,0,1
L1311,Riya Naidu,Social Media,No,36,Nagpur,Freelancer,Data Science - Beginner,5,1
L1312,Kavya Pillai,Referral,Yes,61,Ahmedabad,Student,Data Science - Beginner,2,0
L1313,Kavya Gupta,Website,Yes,11,Chennai,Student,Data Science - Beginner,3,0
L1314,Ananya Reddy,Walk-in,No,25,Jaipur,Freelancer,Data Science - Beginner,2,1
L1315,Sai Chopra,Email,Yes,86,Chennai,Working Professional,Data Science - Beginner,0,0
L1316,Aarohi Gupta,Email,Yes,23,Kolkata,Student,Machine Learning,4,0
L1317,Aarohi Das,Website,Yes,40,Bangalore,Freelancer,Machine Learning,0,1
L1318,Saanvi Chopra,Social Media,No,12,Mumbai,Student,Data Science - Advanced,5,0
L1319,Sai Choudhary,Walk-in,Yes,99,Pune,Student,Data Science - Advanced,5,1
L1320,Saanvi Patel,Website,No,88,Delhi,Freelancer,Data Science - Advanced,2,0
L1321,Aanya Singh,Website,No,18,Jaipur,Working Professional,AI & Deep Learning,1,0
L1322,Rohan Mehta,Website,No,34,Kolkata,Working Professional,Data Science - Beginner,3,1
L1323,Shruti Joshi,Email,No,81,Pune,Student,AI & Deep Learning,1,0
L1324,Isha Joshi,Email,Yes,44,Ahmedabad,Freelancer,Machine Learning,0,0
L1325,Rohan Mehta,Referral,No,5,Mumbai,Freelancer,Data Science - Advanced,3,0
L1326,Saanvi Chopra,Email,No,73,Chennai,Freelancer,Data Science - Beginner,2,0
L1327,Diya Sharma,Website,No,61,Hyderabad,Working Professional,Data Science - Beginner,1,1
L1328,Kunal Bansal,Referral,Yes,97,Nagpur,Working Professional,AI & Deep Learning,4,1
L1329,Aanya Saxena,Website,No,93,Hyderabad,Freelancer,Machine Learning,3,1
L1330,Kunal Verma,Website,Yes,54,Chennai,Working Professional,AI & Deep Learning,4,0
L1331,Sai Kulkarni,Website,No,77,Ahmedabad,Student,Data Science - Advanced,1,1
L1332,Vivaan Patel,Email,Yes,45,Kolkata,Working Professional,Data Science - Advanced,3,0
L1333,Arjun Mehta,Website,No,40,Mumbai,Student,Data Science - Advanced,1,1
L1334,Aditya Iyer,Website,No,1,Kolkata,Student,Machine Learning,0,1
L1335,Meera Naidu,Website,No,86,Chennai,Working Professional,Data Science - Advanced,0,1
L1336,Arjun Choudhary,Website,No,99,Hyderabad,Working Professional,AI & Deep Learning,4,1
L1337,Meera Patel,Email,No,86,Jaipur,Student,Data Science - Advanced,4,0
L1338,Krishna Joshi,Email,No,65,Nagpur,Freelancer,AI & Deep Learning,0,0
L1339,Arjun Saxena,Website,Yes,28,Bangalore,Working Professional,Data Science - Beginner,2,1
L1340,Sai Das,Website,No,40,Chennai,Freelancer,AI & Deep Learning,0,1
L1341,Isha Bansal,Website,No,88,Ahmedabad,Student,AI & Deep Learning,0,1
L1342,Vihaan Naidu,Social Media,Yes,41,Pune,Freelancer,AI & Deep Learning,5,1
L1343,Aarav Saxena,Referral,No,99,Nagpur,Working Professional,AI & Deep Learning,2,0
